id,tyc,gaia,hyg,hip,hd,hr,gl,bayer,constellation,proper,ra,dec,dist_ly,x0,y0,z0,dist_src,mag,absmag,spect,ci,
2417581,8828-1420-1,,110303,110649,212330,8531,Gl 857,,Tuc,,22.41565533,-57.79744484,67.077810800000009,10.029,-4.416,-17.4,HIP,5.31,3.745,G3 IV,0.665,
1520879,5595-1153-1,,75489,75718,137763,,Gl 586A,,Lib,,15.46933726,-9.34806166,67.1469652,-12.494,-16.014,-3.344,HIP,6.89,5.322,A1 V,0.788,
1681793,398-1908-1,4381502851133968128,83344,83601,154417,6349,Gl 654.1,,Oph,,17.08800512,0.70255983,67.16458,-4.869,-20.004,0.252,G_R3,6,4.432,F8 V,0.578,
2495598,3998-2448-1,1995681125599758592,114562,114924,219623,8853,GJ 4324,,Cas,,23.27841754,53.21347274,67.2304724,12.123,-2.318,16.506,G_R3,5.58,4.01,F 8 V,0.556,
402423,4532-2096-1,553480551264062848,25047,25110,33564,1686,Gl 196,,Cam,,5.37598166,79.23114744,67.8032796,0.632,3.832,20.42,G_R3,5.08,3.491,F6V,0.506,
2039471,1613-392-1,2018474482692959232,95881,96183,184385,,,,Vul,,19.55709827,21.84033133,67.9986734,7.671,-17.764,7.755,G_R3,6.89,5.295,G5V,0.745,
1346403,4167-701-1,1665517334465010432,65325,65530,117043,5070,Gl 511.1,,UMa,,13.43329361,63.26127214,68.117084,-8.742,-3.443,18.649,G_R3,6.5,4.901,G6V,0.739,
1417287,8277-3275-1,6096524382383054720,69449,69671,124580,5325,Gl 540.3,,Cen,,14.26074567,-45.00075161,68.1826502,-12.266,-8.246,-14.78,G_R3,6.31,4.709,G1 V,0.596,
2219363,1642-835-1,1814241194252808704,101710,102040,197076,7914,Gl 797A,,Del,,20.67920541,19.93552928,68.3203066,12.705,-15.041,7.141,G_R3,6.43,4.825,G 5 V,0.611,
96204,9136-1759-2,,5884,5896,7788,377,Gl 55.3A,Kap,Tuc,,1.26281967,-68.87597322,68.3571672,7.143,2.452,-19.547,HIP,4.25,2.643,F5 V,0.48,
1750470,8351-2577-1,5946685759563224960,86219,86486,160032,6569,Gl 686.2,Lam,Ara,,17.67328544,-49.41558601,68.3793488,-1.165,-13.588,-15.92,G_R3,4.76,3.153,F2 V,0.415,
2076881,2660-4227-1,2035035223783462400,96986,97295,187013,7534,Gl 767.1A,,Cyg,,19.77377766,33.72759409,68.4550272,7.817,-15.605,11.652,G_R3,5,3.39,F5,0.476,
301687,2877-1545-1,,19287,19335,25998,1278,Gl 161.1,,Per,,4.14350495,38.03973424,68.4863424,7.724,14.621,12.938,HIP,5.52,3.909,F 7 V,0.52,
125129,3278-1292-1,350664155368182656,7719,7734,10086,,,,And,,1.66000489,45.87777234,68.5551706,13.271,6.16,15.087,G_R3,6.6,4.987,G 5 IV,0.69,
118870,4297-1087-1,532057254394731776,7325,7339,9407,,Gl 59.1,,Cas,,1.57590747,68.94813567,68.65792359999999,6.926,3.032,19.643,G_R3,6.52,4.904,G6V,0.686,
2255777,6931-1018-1,6802426038708609536,103057,103389,199260,8013,Gl 811,,Cap,,20.94648097,-26.29637421,68.8350502,13.189,-13.563,-9.349,G_R3,5.7,4.078,F7 V,0.507,
2498777,5827-1271-1,,114764,115126,219834,8866,Gl 894.2A,,Aqr,,23.318518,-13.458552,68.8911566,20.213,-3.645,-4.915,HIP,5.2,3.577,G6/G8IV,0.787,
2063457,3565-1525-1,2135550755683407232,96594,96901,186427,7504,Gl 765.1B,,Cyg,,19.69777063,50.51752419,68.9201884,5.776,-12.129,16.307,G_R3,6.25,4.626,G2V,0.661,
2063312,3565-1524-1,2135550755683405952,96588,96895,186408,7503,Gl 765.1A,,Cyg,,19.6969315,50.52506086,68.929322,5.774,-12.13,16.311,G_R3,5.99,4.365,G2V,0.643,
227138,1790-948-1,115311458058061440,14116,14150,18803,,Gl 120.2,,Ari,,3.04056278,26.60924118,69.13809,13.257,13.541,9.493,G_R3,6.62,4.989,G 8 V,0.696,
2342086,9478-1483-1,,106746,107089,205478,8254,Gl 835.1,Nu,Oct,,21.691253,-77.390046,69.154073799999992,3.808,-2.63,-20.689,HIP,3.73,2.098,K0III,1.008,
1082970,1423-1351-1,624684408880100992,50422,50564,89449,4054,Gl 388.1,,Leo,,10.32893578,19.47091207,69.2193138,-18.122,8.476,7.073,G_R3,4.78,3.146,F6IV,0.452,
46167,4675-1216-3,,2756,2762,3196,142,Gl 23A,,Cet,,0.58746776,-3.59281795,69.330548000000007,20.962,3.25,-1.332,HIP,5.2,3.563,F8 V,0.567,
565291,8895-851-1,,31631,31711,48189,2468,GJ 3400A,,Pic,,6.63344065,-61.53338946,69.4633114,-1.676,10.011,-18.72,HIP,6.15,4.509,G1/2 V,0.624,
668347,8119-2547-1,5509770796785820416,34741,34834,55892,2740,Gl 268.1,,Pup,,7.20934049,-46.75930683,69.547797199999991,-4.547,13.88,-15.532,G_R3,4.49,2.846,F0 IV,0.324,
30402,5265-757-1,2423493369021649920,1799,1803,1835,88,Gl 17.3,,Cet,,0.38105224,-12.20943755,69.590529400000008,20.747,2.077,-4.512,G_R3,6.39,4.745,G3 V,0.659,
2391340,5803-1956-1,2619706544757416192,109033,109378,210277,,Gl 848.4,,Aqr,,22.15829562,-7.54865815,69.624128,18.747,-9.811,-2.804,G_R3,6.54,4.894,G8/K0 V,0.773,
941104,6014-255-1,5730371484020807808,43948,44075,76932,3578,GJ 3523,,Hya,,8.97887045,-16.13272881,69.8691042,-14.468,14.629,-5.952,G_R3,5.8,4.146,F7/8 IV/V,0.521,
1972651,1586-4530-1,,93671,93966,178428,7260,Gl 746,,Sge,,19.13258933,16.85338564,69.909879199999992,5.993,-19.616,6.214,HIP,6.08,4.425,G 5 V,0.705,
2257569,7976-1340-1,6484716209628726912,103127,103458,199288,,Gl 812.1,,Mic,,20.96113011,-44.12937332,70.021765800000011,10.783,-11.005,-14.946,G_R3,6.52,4.861,G0 V,0.587,
8473,3664-1986-1,,517,518,123,5,Gl 4.1A,,Cas,,0.10439284,58.43680825,70.0602574,11.238,0.307,18.3,HIP,5.98,4.32,G 5 V,0.687,
201071,5288-1093-1,,12357,12390,16620,781,Gl 105.4A,Eps,Cet,,2.65939407,-11.87216242,70.0752626,16.13,13.483,-4.42,HIP,4.83,3.17,F5 V,0.447,
1102348,4632-2151-1,,51354,51502,90089,4084,Gl 392.1,,Cam,,10.51795882,82.55859795,70.135609600000009,-2.578,1.054,21.32,HIP,5.25,3.588,F2V,0.399,
1574377,3883-1543-1,1623289903206300928,78290,78527,144284,5986,Gl 609.1,The,Dra,,16.0314853,58.5652533,70.2011758,-5.532,-9.766,18.362,G_R3,4.01,2.346,F8IV,0.528,
1594012,7343-2777-1,,79338,79578,145825,,,,Sco,,16.23664788,-31.66366038,70.3016454,-8.171,-16.423,-11.313,HIP,6.55,4.883,G1 V,0.646,
15744,6995-1262-1,2309813109479463040,948,950,739,35,GJ 3013,The,Scl,,0.19555809,-35.13311562,70.847378,17.739,0.909,-12.499,G_R3,5.24,3.556,F3/5 V,0.459,
723720,7117-281-1,5586381090520538880,36411,36515,59967,2882,GJ 3446,,Pup,,7.51180883,-37.33935963,70.953393,-6.667,15.957,-13.193,G_R3,6.66,4.973,G3 V,0.641,
201870,5285-1109-1,,12411,12444,16673,784,GJ 3175,,Cet,,2.67011713,-9.45287373,70.9749222,16.429,13.811,-3.573,HIP,5.79,4.102,F7 V,0.524,
508810,1322-1496-1,3374052988354372992,29577,29650,43042,2220,GJ 3390,,Ori,,6.24746561,19.15644872,71.034290599999991,-1.332,20.527,7.146,G_R3,5.2,3.51,F6V,0.43,
2400169,7999-1575-1,6569895822110445440,109475,109821,210918,8477,Gl 851.2,,Gru,,22.2440707,-41.38166321,71.04472899999999,14.645,-7.25,-14.398,G_R3,6.23,4.54,G5 V,0.648,
256543,8870-1384-1,4674061076849768832,16204,16245,22001,1083,Gl 143.2A,Kap,Ret,,3.48963236,-62.93752503,71.0515792,6.054,7.846,-19.397,G_R3,4.71,3.02,F3 IV/V,0.41,
837793,2473-1324-1,,40005,40118,68017,,GJ 9256,,Cnc,,8.19406681,32.457125,71.067563,-9.988,15.433,11.692,HIP,6.78,5.089,G4V,0.679,
1522484,4566-1950-1,1720995598827435648,75580,75809,139777,5829,,,UMi,,15.48644424,80.44860457,71.1562894,-2.214,-2.864,21.511,G_R3,6.57,4.876,G0IV-V,0.665,
533168,6518-2342-1,2898239468873596800,30430,30503,45184,2318,GJ 3394,,CMa,,6.41218901,-28.78011375,71.4126826,-2.067,19.076,-10.54,G_R3,6.37,4.669,G2 V,0.626,
876492,3415-2484-1,918107434852949888,41366,41484,71148,3309,Gl 307.1,,Lyn,,8.46021797,45.65298571,71.5624084,-9.208,12.263,15.688,G_R3,6.32,4.614,G 5 V,0.624,
1090194,6631-431-1,5461620846141553024,50776,50921,90156,,GJ 3597,,Hya,,10.39868722,-29.64553336,71.5937236,-17.423,7.764,-10.856,G_R3,6.92,5.213,G5 V,0.659,
179674,6433-2550-1,,11046,11072,14802,695,Gl 97,Kap,For,,2.375704,-23.816326,71.644937,16.331,11.707,-8.869,HIP,5.19,3.481,G2V,0.608,
286766,3729-1086-1,,18366,18413,24409,,GJ 3257,,Cam,,3.93653917,59.64191362,71.708219800000009,5.714,9.528,18.969,HIP,6.53,4.82,G0,0.698,
149554,8851-2027-1,,9217,9236,12311,591,Gl 83,Alp,Hyi,,1.979451,-61.569859,71.8028178,9.104,5.191,-19.357,HIP,2.86,1.147,F0V,0.29,
57807,8847-598-1,4708607629114652032,3490,3497,4308,,Gl 31.5,,Tuc,,0.74424102,-65.6495203,71.9202498,8.919,1.76,-20.086,G_R3,6.55,4.833,G5 V,0.655,
1556907,360-1226-1,4426032591025363200,77386,77622,141795,5892,GJ 3921,Eps,Ser,,15.84693517,4.47773211,71.9623296,-11.751,-18.591,1.722,G_R3,3.71,1.992,Am (kA2hA5mA7 V),0.147,
1102819,8601-4516-1,5357075947709011456,51375,51523,91324,4134,Gl 397.2,,Vel,,10.52272817,-53.7154822,71.964939199999989,-12.092,4.924,-17.784,G_R3,4.89,3.172,F5 V,0.5,
309713,80-204-1,3285218255623808640,19805,19855,26913,1321,,,Tau,,4.25716303,6.19965313,71.9965806,9.668,19.698,2.384,G_R3,6.94,5.221,G5IV,0.68,
309782,80-874-1,3285218186904332288,19809,19859,26923,1322,,,Tau,,4.25799988,6.18686309,72.0079976,9.665,19.703,2.379,G_R3,6.32,4.601,G0IV,0.57,
2346958,2201-2078-1,1801210568415251072,106967,107310,206826,8309,Gl 836.6A,Mu-1,Cyg,,21.73571494,28.74264837,72.238294799999991,16.104,-10.848,10.649,G_R3,4.49,2.764,F6V,0.512,
2116659,7444-1240-1,6698960688866464768,98159,98470,189245,7631,Gl 773.4,,Sgr,,20.00562546,-33.70345393,72.2422092,9.236,-15.942,-12.289,G_R3,5.65,3.923,F7 V,0.498,
2115207,5742-1060-1,,98105,98416,189340,7637,Gl 773.3,,Aql,,19.99647828,-9.95825755,72.424555,10.917,-18.949,-3.84,HIP,5.87,4.138,G2 V,0.598,
1417791,4982-1645-1,,69479,69701,124850,5338,GJ 9473,Iot,Vir,Syrma,14.266908,-6.000547,72.537094,-18.334,-12.368,-2.325,HIP,4.07,2.335,F7V,0.511,
1078764,1969-1262-1,725398123501434496,50242,50384,89125,4039,Gl 387A,,Leo,,10.28737194,23.10621677,72.6489806,-18.46,8.88,8.74,G_R3,5.81,4.071,F 8 VB W,0.5,
203207,4699-1214-1,2498460442625153536,12497,12530,16765,790,,,Cet,,2.68722286,-0.69565514,72.699867799999993,16.994,14.416,-0.271,G_R3,5.72,3.98,F5 V,0.511,
2232181,2695-4139-1,,102157,102488,197989,7949,Gl 806.1A,Eps,Cyg,Aljanah,20.77018972,33.97025353,72.7151992,12.263,-13.835,12.456,HIP,2.48,0.739,K0III,1.021,
2225314,6933-1066-1,,101933,102264,197214,,GJ 4157,,Mic,,20.72111079,-29.42390268,72.763803,12.7,-14.704,-10.958,HIP,6.95,5.208,G3/5 V,0.671,
1274993,3841-1303-1,1569335115284976000,60864,61053,108954,4767,,,UMa,,12.51392667,53.07660745,72.7722842,-13.281,-1.798,17.835,G_R3,6.2,4.458,F 8 V,0.568,
447293,5359-1778-1,2996171698248699904,27220,27288,38678,1998,Gl 217.1,Zet,Lep,,5.782595,-14.82195,72.8221928,1.228,21.547,-5.711,G_R3,3.55,1.806,A2Vann,0.104,
1254387,5522-1684-1,,59568,59750,106516,4657,,,Vir,,12.25293309,-10.31240708,72.9102668,-21.942,-1.455,-4.001,HIP,6.11,4.363,F6 V,0.47,
779926,1933-747-1,875071278432954240,38120,38228,63433,,,,Gem,,7.83196139,27.36318044,72.999971800000012,-9.171,17.633,10.286,G_R3,6.9,5.151,G5IV,0.682,
65786,4680-535-1,2525514785221197696,3969,3979,4915,,,,Cet,,0.85301346,-5.03927818,73.153285799999992,21.785,4.947,-1.97,G_R3,6.98,5.226,G5 V,0.663,
1072149,7187-126-1,5459060117921483008,49934,50075,88742,4013,Gl 385.1,,Ant,,10.22353618,-33.03171896,73.173183999999992,-16.809,8.434,-12.228,G_R3,6.38,4.626,G0 V,0.592,
2498771,5827-1270-1,2411855072801159040,,,,,,,Aqr,,23.31843709,-13.45500167,73.1885154,21.474,-3.873,-5.221,G_R3,6.972,5.217,,0.942,
714119,8132-40-1,5493588665684618752,36109,36210,59468,,Gl 275,,Car,,7.45707351,-51.40259709,73.283439600000008,-5.218,13.008,-17.558,G_R3,6.72,4.962,G5 V,0.694,
1533096,3053-798-1,1389522117550541056,76148,76382,139341,,Gl 593A,,Boo,,15.60062147,39.80256752,73.4736142,-10.169,-14.001,14.419,G_R3,6.78,5.017,K 2 V,0.906,
1694599,7882-569-1,,83885,84143,155203,6380,Gl 657,Eta,Sco,,17.20255354,-43.2391912,73.4850312,-3.401,-16.055,-15.432,HIP,3.32,1.556,F2 V,0.441,
835248,5438-2380-1,5725122999630404096,39922,40035,68146,3202,Gl 297.2A,,Pup,,8.17772956,-13.79920588,73.568538400000008,-11.822,18.438,-5.379,G_R3,5.53,3.764,F7 V,0.488,
137593,5278-2439-1,,8470,8486,11131,,GJ 9061B,,Cet,,1.82315041,-10.70353718,73.601158399999989,19.693,10.185,-4.191,HIP,6.72,4.953,G3 V,0.654,
22541,8464-828-1,,1346,1349,1273,,Gl 13,,Phe,,0.28163687,-52.6511584,73.7176118,13.673,1.01,-17.965,HIP,6.84,5.07,G2 V,0.655,
1167592,2522-2245-1,761919883981626752,54585,54745,97334,4345,Gl 417,,UMa,,11.20898636,35.8140797,74.0382664,-18.012,3.784,13.281,G_R3,6.41,4.63,G0V,0.6,
1594796,2583-1846-1,1328866562170960512,79366,79607,146361,6063,Gl 615.2A,Sig,CrB,,16.24468169,33.858616,74.039571200000012,-8.36,-16.893,12.646,G_R3,5.23,3.45,F 8 V,0.599,
1753803,4436-1424-1,1651268763282397312,86353,86620,162004,6637,Gl 694.1B,Psi-1,Dra,Dziban B,17.69947115,72.15690621,74.0529454,-0.547,-6.935,21.61,G_R3,5.81,4.03,G0V,0.53,
1358768,4966-1366-1,,66040,66249,118098,5107,GJ 3792,Zet,Vir,Heze,13.57822,-0.59582,74.0858916,-20.799,-9.119,-0.236,HIP,3.38,1.599,A3V,0.114,
1546069,363-1135-1,4429785739602747392,76835,77070,140573,5854,Gl 596.2,Alp,Ser,Unukalhai,15.737798,6.425627,74.2290934,-12.623,-18.762,2.547,G_R3,2.63,0.845,K2III,1.167,
2522873,3638-438-1,1939093660163197312,116247,116613,222143,8964,GJ 4351,,And,,23.63291356,46.19943488,74.402631800000009,15.714,-1.515,16.462,G_R3,6.58,4.789,G5,0.665,
1753735,4436-1425-1,,86347,86614,162003,6636,Gl 694.1A,Psi-1,Dra,Dziban,17.6989871,72.148847,74.4920106,-0.551,-6.979,21.737,HIP,4.57,2.777,F5IV-V,0.434,
238216,4708-1423-1,3265335443260522112,14917,14954,19994,962,Gl 128A,,Cet,,3.21289894,-1.19610464,74.6407578,15.25,17.052,-0.478,G_R3,5.07,3.273,G0 V,0.575,
1466774,6155-1209-1,,72377,72603,130819,5530,Gl 563.4,Alp-1,Lib,,14.844773,-15.997237,74.9539098,-16.24,-14.971,-6.332,HIP,5.15,3.343,F3V,0.401,
1097367,3438-194-1,834571523536798848,51103,51248,90508,4098,Gl 392A,,UMa,,10.4677457,48.78489974,74.998273,-13.946,5.915,17.295,G_R3,6.42,4.612,G1V,0.61,
1796755,5100-600-1,4177224620176470912,87902,88175,164259,6710,Gl 699.2,Zet,Ser,,18.00805847,-3.69027123,75.019149800000008,0.048,-22.95,-1.48,G_R3,4.62,2.812,F2 IV,0.39,
1531073,2029-1690-1,,76035,76267,139006,5793,,Alp,CrB,Alphecca,15.5781082,26.71491041,75.0576414,-12.176,-16.559,10.344,HIP,2.22,0.41,A0V,0.032,
2433310,6392-1443-1,6628926642897745664,111099,111449,213845,8592,Gl 863.2,Ups,Aqr,,22.57823247,-20.70821219,75.0925448,20.059,-7.831,-8.14,G_R3,5.21,3.399,F7 V,0.446,
2496587,8837-1297-1,,114634,114996,219571,8848,GJ 9818,Gam,Tuc,,23.29049515,-58.23573669,75.2132388,11.929,-2.242,-19.604,HIP,3.99,2.176,F3 IV/V,0.41,
1832520,4209-2018-1,2161275788716592256,89071,89348,168151,6850,Gl 708.1,,Dra,,18.23161991,64.39728774,75.5378078,0.606,-9.988,20.883,G_R3,4.99,3.167,F5V,0.44,
1467018,6155-1210-1,,72396,72622,130841,5531,Gl 564.1,Alp-2,Lib,Zubenelgenubi,14.84797594,-16.04177696,75.8075752,-16.409,-15.152,-6.422,HIP,2.75,0.919,A3 III/V,0.147,
1203810,3452-1883-1,773861404893710208,56639,56809,101177,4486,Gl 433.2A,,UMa,,11.64580576,45.10841579,75.968065599999989,-16.366,1.522,16.499,G_R3,6.29,4.454,K3V,0.566,
1837071,3525-186-1,2115351387048328832,89196,89474,168009,6847,Gl 708.4,,Lyr,,18.25901773,45.20931964,75.9755682,1.112,-16.371,16.529,G_R3,6.3,4.464,G 2 V,0.641,
1869896,6861-3180-1,4076915349846977664,90217,90496,169916,6913,Gl 713.1,Lam,Sgr,Kaus Borealis,18.46617795,-25.42170006,76.0023166,2.562,-20.887,-10.002,G_R3,2.82,0.983,K1 IIIB,1.025,
760174,8134-800-1,5531762678610961664,37498,37606,62644,2998,Gl 284,,Pup,,7.71586009,-45.17311909,76.177159800000013,-7.149,14.83,-16.563,G_R3,5.04,3.198,G6 IV,0.765,
1436768,3039-237-1,1491593733326694912,70650,70873,127334,5423,GJ 3852,,Boo,,14.49355785,41.79591185,76.2994848,-13.852,-10.592,15.589,G_R3,6.36,4.515,G 5 V,0.702,
63098,1188-1686-1,2781872793183604096,3802,3810,4676,225,Gl 34.1,,Psc,,0.81630804,16.94064534,76.303073,21.867,4.746,6.816,G_R3,5.07,3.225,F8V,0.502,
24886,5261-789-1,2430102808294101760,1496,1499,1461,72,Gl 16.1,,Cet,,0.31163039,-8.05300344,76.3383026,23.094,1.888,-3.278,G_R3,6.47,4.624,G5 V,0.674,
2419129,9475-2322-1,6357835694518769408,110366,110712,212168,8526,,,Oct,,22.43087808,-75.01569264,76.354286399999992,5.549,-2.417,-22.611,G_R3,6.12,4.273,G3 V,0.599,
1194350,862-1208-1,3966121308211393920,56075,56242,100180,4437,GJ 3669A,,Leo,,11.52915132,14.36450259,76.47661140000001,-22.539,2.793,5.816,G_R3,6.27,4.42,G 0 V,0.57,
1848355,9076-497-1,6629790584164277376,89527,89805,167425,6828,,,Pav,,18.3278134,-63.88657192,76.5875194,0.886,-10.296,-21.082,G_R3,6.17,4.317,G0/1 V,0.584,
137836,5278-2438-1,2461043306017773696,8481,8497,11171,531,GJ 9061A,Chi,Cet,,1.82641766,-10.68641272,76.6002412,20.487,10.618,-4.354,G_R3,4.66,2.806,F0 V,0.333,
1699761,2065-1930-1,4573412435280434560,84121,84379,156164,6410,GJ 3995A,Del,Her,Sarin,17.25053089,24.83920293,76.78748,-4.165,-20.952,9.889,G_R3,3.12,1.261,A3IV,0.08,
2487587,3623-850-1,1935133906477014016,114095,114456,218868,,,,And,,23.18057747,45.51227212,76.8178166,16.124,-3.513,16.8,G_R3,6.98,5.12,K0,0.75,
228924,4048-237-1,466294295706341760,14250,14286,18757,,GJ 3194A,,Cas,,3.06934375,61.70582709,76.827602599999992,7.749,8.036,20.738,G_R3,6.64,4.78,G4V,0.634,
300175,8871-453-1,,19185,19233,26491,1294,Gl 162.1,,Ret,,4.12265463,-64.22229797,77.079429,4.85,9.06,-21.278,HIP,6.37,4.503,G3 V,0.636,
1183425,858-1221-1,,55476,55642,99028,4399,,Iot,Leo,,11.39873915,10.52953361,77.2252404,-22.988,3.649,4.326,HIP,4,2.129,F2IV,0.423,
159352,1758-1907-1,104453918172129792,9807,9829,12846,,,,Ari,,2.10840109,24.33399173,77.45619,18.422,11.345,9.784,G_R3,6.89,5.012,G 2 V,0.662,
1743243,4428-1960-1,1637717179389828224,85939,86201,160922,6596,GJ 4017,Ome,Dra,,17.61585954,68.75796949,77.4933768,-0.864,-8.564,22.142,G_R3,4.77,2.891,F5V,0.43,
999529,4139-1304-1,1064092789129355136,46600,46733,81937,3757,GJ 3559,,UMa,,9.525453,63.061861,77.4999008,-8.583,6.495,21.181,G_R3,3.65,1.771,F0IV,0.36,
2298911,7978-1128-1,6577318075351824512,104846,105184,202628,,Gl 825.2,,Mic,,21.30757503,-43.33465086,77.616028,13.182,-11.214,-16.329,G_R3,6.75,4.868,G2 V,0.637,
827907,1388-1791-1,676768820148924416,39667,39780,67228,3176,,Mu-2,Cnc,,8.12940428,21.58181577,77.6822466,-11.716,18.792,8.76,G_R3,5.3,3.416,G2IV,0.642,
2445828,8446-1645-1,6519024545827374336,111763,112117,214953,8635,Gl 871A,,Gru,,22.71024434,-47.21080377,77.7014924,15.267,-5.36,-17.481,G_R3,5.99,4.105,G0 V,0.584,
1476905,8288-880-1,,73014,73241,131923,5566,Gl 570.1,,Lup,,14.96911126,-48.86298997,77.7964166,-11.184,-11.004,-17.962,HIP,6.34,4.453,G3/5 V,0.708,
1120691,5498-1529-1,3750995604764854400,52218,52369,92719,,,,Hya,,10.70370072,-13.78771225,77.8368654,-21.852,7.715,-5.687,G_R3,6.79,4.901,G2/3 V,0.622,
527824,8894-491-1,5481848424118748672,30241,30314,45270,,,,Pic,,6.3752614,-60.21864939,77.8747046,-1.163,11.801,-20.72,G_R3,6.53,4.64,G1 V,0.614,
204437,2849-2054-1,335144892337326336,12590,12623,16739,788,Gl 105.6,,Per,,2.70414291,40.19394211,78.0453072,13.884,11.884,15.441,G_R3,4.91,3.016,F8V,0.582,
585693,7088-486-1,5584019442620181760,32280,32366,49095,2500,Gl 245.1,,CMa,,6.75637275,-31.79367302,78.0684674,-4.002,19.944,-12.609,G_R3,5.92,4.025,F7 V,0.491,
34752,7530-978-1,4992538055808271360,2069,2072,2262,100,Gl 20,Kap,Phe,,0.43672274,-43.67983206,78.1826374,17.221,1.978,-16.553,G_R3,3.93,2.032,A6 VN,0.175,
1949032,2639-2460-1,2041085973668754176,92892,93185,176377,,GJ 9639,,Lyr,,18.98083403,30.1806482,78.1986212,5.263,-20.044,12.052,G_R3,6.8,4.901,G 2 V,0.606,
2133200,2683-3963-1,2059103120983068160,98715,99031,191026,7689,,,Cyg,,20.10604619,35.97246924,78.2622302,10.171,-16.539,14.093,G_R3,5.38,3.48,K0IV,0.85,
928985,811-707-1,,43434,43557,75767,,,,Cnc,,8.87121979,8.06291818,78.3382348,-16.237,17.371,3.368,HIP,6.57,4.668,G 0 V,0.64,
1494971,9021-1214-1,5876112300125320448,74045,74273,134060,5632,,,Cir,,15.17909528,-61.42232319,78.376074,-7.737,-8.499,-21.1,G_R3,6.29,4.387,G2 V,0.623,
1297770,4162-1200-1,,62317,62512,111456,4867,GJ 9417,,UMa,,12.81096242,60.31989265,78.432180400000007,-11.638,-2.509,20.89,HIP,5.83,3.925,F5V,0.467,
94596,5273-2653-1,2475331528340199936,5786,5799,7439,366,Gl 54.2A,,Cet,,1.2400113,-7.92282222,78.4612122,22.579,7.599,-3.315,G_R3,5.14,3.234,F3 V,0.448,
470491,4777-1763-1,3022685626580347392,28195,28267,40397,,GJ 3376A,,Mon,,5.97264907,-4.65067525,78.5333024,0.172,23.995,-1.952,G_R3,6.99,5.082,F7 V,0.72,
2136416,8780-47-1,6472858766996632704,98821,99137,190422,7674,,,Tel,,20.12641482,-55.01601558,78.5894088,7.299,-11.728,-19.739,G_R3,6.26,4.351,F8/G0 V,0.53,
2046554,3942-1357-1,,96093,96395,185414,,,,Cyg,,19.5987811,56.98389703,78.640296,5.339,-12.002,20.215,HIP,6.73,4.819,G0,0.636,
1810330,438-1374-1,4471087175915086080,88348,88622,165401,,Gl 702.2,,Oph,,18.09373868,4.65718454,78.651713,0.59,-24.025,1.958,G_R3,6.8,4.889,G2 V,0.61,
97028,2808-2069-1,373349657227961472,5931,5944,7590,,,,And,,1.27479273,42.93942356,78.8298182,16.715,5.795,16.463,G_R3,6.59,4.674,G0,0.594,
2227111,8419-1619-1,6471630024096107008,102002,102333,197157,7920,GJ 4158,Eta,Ind,,20.73398125,-51.9209739,78.9149564,9.791,-11.259,-19.043,G_R3,4.51,2.592,A7 III/IV,0.278,
1733102,2613-2218-1,1335880415564253312,85548,85810,159222,6538,Gl 679,,Her,,17.53360902,34.27114767,78.9488812,-2.436,-19.852,13.629,G_R3,6.52,4.601,G5V,0.639,
2476979,1717-687-1,2832641058969396864,113469,113829,217813,,,,Peg,,23.05138259,20.91857698,79.2509424,21.998,-5.578,8.674,G_R3,6.65,4.722,G 5 V,0.62,
1274062,5533-1791-1,3528362362908431616,60805,60994,108799,4758,Gl 469.2A,,Crv,,12.50132834,-13.39316733,79.2525734,-23.432,-3.093,-5.628,G_R3,6.37,4.442,G1/2 V,0.591,
1063525,833-1381-1,,49528,49669,87901,3982,,Alp,Leo,Regulus,10.13957205,11.96719513,79.309658399999989,-21.019,11.132,5.041,HIP,1.36,-0.569,B7V,-0.087,
1592526,958-1468-1,4464207428579939840,79252,79492,145958,,Gl 615.1A,,Her,,16.221791,13.526911,79.3119418,-10.612,-21.124,5.688,G_R3,6.68,4.751,G8V,0.764,
1578146,5619-1257-1,,119059,,144069,5977,GJ 9540B,Xi,Sco,,16.07281516,-11.37310381,79.3673958,-11.53,-20.879,-4.798,GJ,5,3.069,F3/5 V,,
934660,8586-4328-1,5317114850417299584,43673,43797,76653,3570,GJ 3519,,Vel,,8.9199396,-54.96576816,79.4029516,-9.672,10.086,-19.931,G_R3,5.7,3.768,F6 V,0.481,
899173,4875-1583-1,5755064487956174720,42214,42333,73350,,GJ 9273,,Hya,,8.63063728,-6.80687837,79.4352454,-15.367,18.669,-2.886,G_R3,6.74,4.807,G8/K0 (IV),0.655,
2281183,9473-577-1,6348288635054855680,104099,104436,199509,,,,Oct,,21.15576152,-82.02726251,79.4398122,2.484,-2.289,-24.118,G_R3,6.98,5.047,G3 V,0.619,
173915,38-1343-1,,10697,10723,14214,672,,,Cet,,2.30040028,1.75780069,79.4447052,20.061,13.79,0.747,HIP,5.6,3.667,G0 V,0.588,
502002,143-1867-1,3319126988068404096,29359,29432,42618,,GJ 3387,,Ori,,6.20015736,6.78307644,79.606826599999991,-1.269,24.2,2.882,G_R3,6.85,4.913,G4V,0.642,
205736,50-1721-1,,12673,12706,16970,804,Gl 106.1A,Gam,Cet,Kaffaljidhma,2.721678,3.235818,79.61922220000001,18.44,15.931,1.378,HIP,3.47,1.532,A3V,0.093,
